trip_id,start_time,end_time,headway_secs
14M_14M_I_4_42_0.60417,05:30:00,25:00:00,600
14M_14M_I_4_42_0.61111,05:30:00,25:00:00,600
14M_14M_I_4_42_0.61806,05:30:00,25:00:00,600
14M_14M_I_4_42_0.62500,05:30:00,25:00:00,600
14M_14M_I_4_42_0.63194,05:30:00,25:00:00,600
14M_14M_I_4_42_0.63889,05:30:00,25:00:00,600
14M_14M_I_4_42_0.64583,05:30:00,25:00:00,600
14M_14M_I_4_42_0.65278,05:30:00,25:00:00,600
14M_14M_I_4_42_0.65972,05:30:00,25:00:00,600
14M_14M_I_4_42_0.66667,05:30:00,25:00:00,600
14M_14M_I_4_42_0.67361,05:30:00,25:00:00,600
14M_14M_I_4_42_0.68056,05:30:00,25:00:00,600
14M_14M_I_4_42_0.68750,05:30:00,25:00:00,600
14M_14M_I_4_42_0.69444,05:30:00,25:00:00,600
14M_14M_I_4_42_0.70139,05:30:00,25:00:00,600
14M_14M_I_4_42_0.70833,05:30:00,25:00:00,600
14M_14M_I_4_42_0.71528,05:30:00,25:00:00,600
14M_14M_I_4_42_0.72222,05:30:00,25:00:00,600
14M_14M_I_4_42_0.72917,05:30:00,25:00:00,600
14M_14M_I_4_42_0.73611,05:30:00,25:00:00,600
14M_14M_I_4_42_0.74306,05:30:00,25:00:00,600
14M_14M_I_4_42_0.75000,05:30:00,25:00:00,600
14M_14M_I_4_42_0.75694,05:30:00,25:00:00,600
14M_14M_I_4_42_0.76389,05:30:00,25:00:00,600
14M_14M_I_4_42_0.77083,05:30:00,25:00:00,600
14M_14M_I_4_42_0.77778,05:30:00,25:00:00,600
14M_14M_I_4_42_0.78472,05:30:00,25:00:00,600
14M_14M_I_4_42_0.79167,05:30:00,25:00:00,600
14M_14M_I_4_42_0.79861,05:30:00,25:00:00,600
14M_14M_I_4_42_0.80556,05:30:00,25:00:00,600
14M_14M_I_4_42_0.81250,05:30:00,25:00:00,600
14M_14M_I_4_42_0.81944,05:30:00,25:00:00,600
14M_14M_I_4_42_0.82639,05:30:00,25:00:00,600
14M_14M_I_4_42_0.83333,05:30:00,25:00:00,600
14M_14M_I_4_42_0.84028,05:30:00,25:00:00,600
14M_14M_I_4_42_0.84722,05:30:00,25:00:00,600
14M_14M_I_4_42_0.85417,05:30:00,25:00:00,600
14M_14M_I_4_42_0.86111,05:30:00,25:00:00,600
14M_14M_I_4_42_0.86806,05:30:00,25:00:00,600
14M_14M_I_4_42_0.87500,05:30:00,25:00:00,600
14M_14M_I_4_42_0.88194,05:30:00,25:00:00,600
14M_14M_I_4_42_0.88889,05:30:00,25:00:00,600
14M_14M_I_4_42_0.89583,05:30:00,25:00:00,600
14M_14M_I_4_42_0.90278,05:30:00,25:00:00,600
14M_14M_I_4_42_0.90972,05:30:00,25:00:00,600
14M_14M_I_4_42_0.91667,05:30:00,25:00:00,600
14M_14M_I_4_42_0.92361,05:30:00,25:00:00,600
14M_14M_I_4_42_0.93056,05:30:00,25:00:00,600
14M_14M_I_4_42_0.93750,05:30:00,25:00:00,600
14M_14M_I_4_42_0.94444,05:30:00,25:00:00,600
14M_14M_I_4_42_0.95139,05:30:00,25:00:00,600
14M_14M_I_4_42_0.95833,05:30:00,25:00:00,600
14M_14M_I_4_42_0.96528,05:30:00,25:00:00,600
14M_14M_I_4_42_0.97222,05:30:00,25:00:00,600
14M_14M_I_4_42_0.97917,05:30:00,25:00:00,600
14M_14M_I_4_42_0.98611,05:30:00,25:00:00,600
14M_14M_I_4_42_0.99306,05:30:00,25:00:00,600
14M_14M_I_4_42_1.00000,05:30:00,25:00:00,600
14M_14M_I_4_42_1.00694,05:30:00,25:00:00,600
14M_14M_I_4_42_1.01389,05:30:00,25:00:00,600
14M_14M_I_4_42_1.02083,05:30:00,25:00:00,600
14M_14M_I_4_42_1.02778,05:30:00,25:00:00,600
14M_14M_I_4_42_1.03472,05:30:00,25:00:00,600
14M_14M_I_4_42_1.04167,05:30:00,25:00:00,600
14M_14M_I_5_1_0.22917,05:30:00,08:04:00,660
14M_14M_I_5_1_0.24444,05:30:00,08:04:00,660
14M_14M_I_5_2_0.26736,05:30:00,08:04:00,660
14M_14M_I_5_2_0.28264,05:30:00,08:04:00,660
14M_14M_I_5_3_0.30556,05:30:00,08:04:00,660
14M_14M_I_5_3_0.32083,05:30:00,08:04:00,660
14M_14M_I_5_5_0.34306,08:04:00,09:28:00,630
14M_14M_I_5_5_0.35764,08:04:00,09:07:00,630
14M_14M_I_5_1_0.37986,08:04:00,09:28:00,630
14M_14M_I_5_1_0.39722,09:07:00,19:36:00,510
14M_14M_I_5_2_0.41806,09:28:00,19:57:00,510
14M_14M_I_5_2_0.43264,09:07:00,19:36:00,510
14M_14M_I_5_3_0.45347,09:28:00,19:57:00,510
14M_14M_I_5_3_0.46806,09:07:00,19:36:00,510
14M_14M_I_5_4_0.48889,09:28:00,19:57:00,510
14M_14M_I_5_4_0.50347,09:07:00,19:36:00,510
14M_14M_I_5_5_0.52431,09:28:00,19:57:00,510
14M_14M_I_5_5_0.53889,09:07:00,19:36:00,510
14M_14M_I_5_1_0.55972,09:28:00,19:57:00,510
14M_14M_I_5_1_0.57431,09:07:00,19:36:00,510
14M_14M_I_5_2_0.59514,09:28:00,19:57:00,510
14M_14M_I_5_2_0.60972,09:07:00,19:36:00,510
14M_14M_I_5_3_0.63056,09:28:00,19:57:00,510
14M_14M_I_5_3_0.64514,09:07:00,19:36:00,510
14M_14M_I_5_4_0.66597,09:28:00,19:57:00,510
14M_14M_I_5_4_0.68056,09:07:00,19:36:00,510
14M_14M_I_5_5_0.70139,09:28:00,19:57:00,510
14M_14M_I_5_5_0.71597,09:07:00,19:36:00,510
14M_14M_I_5_1_0.73681,09:28:00,19:57:00,510
14M_14M_I_5_1_0.75139,09:07:00,19:36:00,510
14M_14M_I_5_2_0.77222,09:28:00,19:57:00,510
14M_14M_I_5_2_0.78681,09:07:00,19:36:00,510
14M_14M_I_5_3_0.80764,09:28:00,19:57:00,510
14M_14M_I_5_3_0.82361,19:36:00,22:03:00,630
14M_14M_I_5_4_0.84583,19:57:00,22:03:00,630
14M_14M_I_5_4_0.86042,19:36:00,22:03:00,630
14M_14M_I_5_5_0.88194,19:57:00,22:03:00,630
14M_14M_I_5_5_0.89653,19:36:00,22:03:00,630
14M_14M_I_5_2_0.91875,19:57:00,22:03:00,630
14M_14M_I_5_2_0.93403,22:03:00,24:15:00,660
14M_14M_I_5_3_0.95694,22:03:00,24:15:00,660
14M_14M_I_5_3_0.97222,22:03:00,24:15:00,660
14M_14M_I_5_4_0.99514,22:03:00,24:15:00,660
14M_14M_I_5_4_1.01042,22:03:00,24:15:00,660
14M_14M_I_5_2_0.23681,05:30:00,08:04:00,660
14M_14M_I_5_2_0.25208,05:30:00,08:04:00,660
14M_14M_I_5_3_0.27500,05:30:00,08:04:00,660
14M_14M_I_5_3_0.29028,05:30:00,08:04:00,660
14M_14M_I_5_5_0.31319,05:30:00,08:04:00,660
14M_14M_I_5_5_0.32847,05:30:00,08:04:00,660
14M_14M_I_5_1_0.35069,08:04:00,09:28:00,630
14M_14M_I_5_1_0.36528,08:04:00,09:07:00,630
14M_14M_I_5_2_0.38681,08:04:00,09:28:00,630
14M_14M_I_5_2_0.40347,09:07:00,19:36:00,510
14M_14M_I_5_3_0.42361,09:28:00,19:57:00,510
14M_14M_I_5_3_0.43889,09:07:00,19:36:00,510
14M_14M_I_5_4_0.45903,09:28:00,19:57:00,510
14M_14M_I_5_4_0.47431,09:07:00,19:36:00,510
14M_14M_I_5_5_0.49444,09:28:00,19:57:00,510
14M_14M_I_5_5_0.50972,09:07:00,19:36:00,510
14M_14M_I_5_1_0.52986,09:28:00,19:57:00,510
14M_14M_I_5_1_0.54514,09:07:00,19:36:00,510
14M_14M_I_5_2_0.56528,09:28:00,19:57:00,510
14M_14M_I_5_2_0.58056,09:07:00,19:36:00,510
14M_14M_I_5_3_0.60069,09:28:00,19:57:00,510
14M_14M_I_5_3_0.61597,09:07:00,19:36:00,510
14M_14M_I_5_4_0.63611,09:28:00,19:57:00,510
14M_14M_I_5_4_0.65139,09:07:00,19:36:00,510
14M_14M_I_5_5_0.67153,09:28:00,19:57:00,510
14M_14M_I_5_5_0.68681,09:07:00,19:36:00,510
14M_14M_I_5_1_0.70694,09:28:00,19:57:00,510
14M_14M_I_5_1_0.72222,09:07:00,19:36:00,510
14M_14M_I_5_2_0.74236,09:28:00,19:57:00,510
14M_14M_I_5_2_0.75764,09:07:00,19:36:00,510
14M_14M_I_5_3_0.77778,09:28:00,19:57:00,510
14M_14M_I_5_3_0.79306,09:07:00,19:36:00,510
14M_14M_I_5_4_0.81319,09:28:00,19:57:00,510
14M_14M_I_5_4_0.83125,19:36:00,22:03:00,630
14M_14M_I_5_5_0.85278,19:57:00,22:03:00,630
14M_14M_I_5_5_0.86736,19:36:00,22:03:00,630
14M_14M_I_5_2_0.88958,19:57:00,22:03:00,630
14M_14M_I_5_2_0.90417,19:36:00,22:03:00,630
14M_14M_I_5_3_0.92639,22:03:00,24:15:00,660
14M_14M_I_5_3_0.94167,22:03:00,24:15:00,660
14M_14M_I_5_4_0.96458,22:03:00,24:15:00,660
14M_14M_I_5_4_0.97986,22:03:00,24:15:00,660
14M_14M_I_5_5_1.00278,22:03:00,24:15:00,660
14M_14M_I_5_3_0.24444,05:30:00,08:04:00,660
14M_14M_I_5_3_0.25972,05:30:00,08:04:00,660
14M_14M_I_5_5_0.28264,05:30:00,08:04:00,660
14M_14M_I_5_5_0.29792,05:30:00,08:04:00,660
14M_14M_I_5_1_0.32083,05:30:00,08:04:00,660
14M_14M_I_5_1_0.33611,05:30:00,08:04:00,660
14M_14M_I_5_2_0.35764,08:04:00,09:28:00,630
14M_14M_I_5_2_0.37222,08:04:00,09:07:00,630
14M_14M_I_5_3_0.39444,08:04:00,09:28:00,630
14M_14M_I_5_3_0.40903,09:07:00,19:36:00,510
14M_14M_I_5_4_0.42986,09:28:00,19:57:00,510
14M_14M_I_5_4_0.44444,09:07:00,19:36:00,510
14M_14M_I_5_5_0.46528,09:28:00,19:57:00,510
14M_14M_I_5_5_0.47986,09:07:00,19:36:00,510
14M_14M_I_5_1_0.50069,09:28:00,19:57:00,510
14M_14M_I_5_1_0.51528,09:07:00,19:36:00,510
14M_14M_I_5_2_0.53611,09:28:00,19:57:00,510
14M_14M_I_5_2_0.55069,09:07:00,19:36:00,510
14M_14M_I_5_3_0.57153,09:28:00,19:57:00,510
14M_14M_I_5_3_0.58611,09:07:00,19:36:00,510
14M_14M_I_5_4_0.60694,09:28:00,19:57:00,510
14M_14M_I_5_4_0.62153,09:07:00,19:36:00,510
14M_14M_I_5_5_0.64236,09:28:00,19:57:00,510
14M_14M_I_5_5_0.65694,09:07:00,19:36:00,510
14M_14M_I_5_1_0.67778,09:28:00,19:57:00,510
14M_14M_I_5_1_0.69236,09:07:00,19:36:00,510
14M_14M_I_5_2_0.71319,09:28:00,19:57:00,510
14M_14M_I_5_2_0.72778,09:07:00,19:36:00,510
14M_14M_I_5_3_0.74861,09:28:00,19:57:00,510
14M_14M_I_5_3_0.76319,09:07:00,19:36:00,510
14M_14M_I_5_4_0.78403,09:28:00,19:57:00,510
14M_14M_I_5_4_0.79861,09:07:00,19:36:00,510
14M_14M_I_5_5_0.81944,09:28:00,19:57:00,510
14M_14M_I_5_5_0.83819,19:36:00,22:03:00,630
14M_14M_I_5_2_0.86042,19:57:00,22:03:00,630
14M_14M_I_5_2_0.87500,19:36:00,22:03:00,630
14M_14M_I_5_3_0.89653,19:57:00,22:03:00,630
14M_14M_I_5_3_0.91111,19:36:00,22:03:00,630
14M_14M_I_5_4_0.93403,22:03:00,24:15:00,660
14M_14M_I_5_4_0.94931,22:03:00,24:15:00,660
14M_14M_I_5_5_0.97222,22:03:00,24:15:00,660
14M_14M_I_5_5_0.98750,22:03:00,24:15:00,660
14M_14M_I_5_2_1.01042,22:03:00,24:15:00,660
14M_14M_I_5_3_0.22917,05:30:00,08:04:00,660
14M_14M_I_5_5_0.25208,05:30:00,08:04:00,660
14M_14M_I_5_5_0.26736,05:30:00,08:04:00,660
14M_14M_I_5_1_0.29028,05:30:00,08:04:00,660
14M_14M_I_5_1_0.30556,05:30:00,08:04:00,660
14M_14M_I_5_2_0.32847,05:30:00,08:04:00,660
14M_14M_I_5_2_0.34306,08:04:00,09:07:00,630
14M_14M_I_5_3_0.36528,08:04:00,09:28:00,630
14M_14M_I_5_3_0.37986,08:04:00,09:07:00,630
14M_14M_I_5_4_0.40000,09:28:00,19:57:00,510
14M_14M_I_5_4_0.41528,09:07:00,19:36:00,510
14M_14M_I_5_5_0.43542,09:28:00,19:57:00,510
14M_14M_I_5_5_0.45069,09:07:00,19:36:00,510
14M_14M_I_5_1_0.47083,09:28:00,19:57:00,510
14M_14M_I_5_1_0.48611,09:07:00,19:36:00,510
14M_14M_I_5_2_0.50625,09:28:00,19:57:00,510
14M_14M_I_5_2_0.52153,09:07:00,19:36:00,510
14M_14M_I_5_3_0.54167,09:28:00,19:57:00,510
14M_14M_I_5_3_0.55694,09:07:00,19:36:00,510
14M_14M_I_5_4_0.57708,09:28:00,19:57:00,510
14M_14M_I_5_4_0.59236,09:07:00,19:36:00,510
14M_14M_I_5_5_0.61250,09:28:00,19:57:00,510
14M_14M_I_5_5_0.62778,09:07:00,19:36:00,510
14M_14M_I_5_1_0.64792,09:28:00,19:57:00,510
14M_14M_I_5_1_0.66319,09:07:00,19:36:00,510
14M_14M_I_5_2_0.68333,09:28:00,19:57:00,510
14M_14M_I_5_2_0.69861,09:07:00,19:36:00,510
14M_14M_I_5_3_0.71875,09:28:00,19:57:00,510
14M_14M_I_5_3_0.73403,09:07:00,19:36:00,510
14M_14M_I_5_4_0.75417,09:28:00,19:57:00,510
14M_14M_I_5_4_0.76944,09:07:00,19:36:00,510
14M_14M_I_5_5_0.78958,09:28:00,19:57:00,510
14M_14M_I_5_5_0.80486,09:07:00,19:36:00,510
14M_14M_I_5_1_0.82500,09:28:00,19:57:00,510
14M_14M_I_5_4_0.38542,09:07:00,19:36:00,510
14M_14M_I_5_5_0.40625,09:28:00,19:57:00,510
14M_14M_I_5_5_0.42083,09:07:00,19:36:00,510
14M_14M_I_5_1_0.44167,09:28:00,19:57:00,510
14M_14M_I_5_1_0.45625,09:07:00,19:36:00,510
14M_14M_I_5_2_0.47708,09:28:00,19:57:00,510
14M_14M_I_5_2_0.49167,09:07:00,19:36:00,510
14M_14M_I_5_3_0.51250,09:28:00,19:57:00,510
14M_14M_I_5_3_0.52708,09:07:00,19:36:00,510
14M_14M_I_5_4_0.54792,09:28:00,19:57:00,510
14M_14M_I_5_4_0.56250,09:07:00,19:36:00,510
14M_14M_I_5_5_0.58333,09:28:00,19:57:00,510
14M_14M_I_5_5_0.59792,09:07:00,19:36:00,510
14M_14M_I_5_1_0.61875,09:28:00,19:57:00,510
14M_14M_I_5_1_0.63333,09:07:00,19:36:00,510
14M_14M_I_5_2_0.65417,09:28:00,19:57:00,510
14M_14M_I_5_2_0.66875,09:07:00,19:36:00,510
14M_14M_I_5_3_0.68958,09:28:00,19:57:00,510
14M_14M_I_5_3_0.70417,09:07:00,19:36:00,510
14M_14M_I_5_4_0.72500,09:28:00,19:57:00,510
14M_14M_I_5_4_0.73958,09:07:00,19:36:00,510
14M_14M_I_5_5_0.76042,09:28:00,19:57:00,510
14M_14M_I_5_5_0.77500,09:07:00,19:36:00,510
14M_14M_I_5_1_0.79583,09:28:00,19:57:00,510
14M_14M_I_5_1_0.81042,09:07:00,19:36:00,510
14M_14M_I_5_2_0.83125,09:28:00,19:57:00,510
14M_14M_I_5_2_0.84583,19:36:00,22:03:00,630
14M_14M_I_5_3_0.86736,19:57:00,22:03:00,630
14M_14M_I_5_3_0.88194,19:36:00,22:03:00,630
14M_14M_I_5_4_0.90417,19:57:00,22:03:00,630
14M_14M_I_5_4_0.91875,19:36:00,22:03:00,630
14M_14M_I_5_5_0.94167,22:03:00,24:15:00,660
14M_14M_I_5_5_0.95694,22:03:00,24:15:00,660
14M_14M_I_5_2_0.97986,22:03:00,24:15:00,660
14M_14M_I_5_2_0.99514,22:03:00,24:15:00,660
14M_14M_I_5_5_0.23681,05:30:00,08:04:00,660
14M_14M_I_5_1_0.25972,05:30:00,08:04:00,660
14M_14M_I_5_1_0.27500,05:30:00,08:04:00,660
14M_14M_I_5_2_0.29792,05:30:00,08:04:00,660
14M_14M_I_5_2_0.31319,05:30:00,08:04:00,660
14M_14M_I_5_3_0.33611,05:30:00,08:04:00,660
14M_14M_I_5_3_0.35069,08:04:00,09:07:00,630
14M_14M_I_5_5_0.37222,08:04:00,09:28:00,630
14M_14M_I_5_5_0.39167,09:07:00,19:36:00,510
14M_14M_I_5_1_0.41181,09:28:00,19:57:00,510
14M_14M_I_5_1_0.42708,09:07:00,19:36:00,510
14M_14M_I_5_2_0.44722,09:28:00,19:57:00,510
14M_14M_I_5_2_0.46250,09:07:00,19:36:00,510
14M_14M_I_5_3_0.48264,09:28:00,19:57:00,510
14M_14M_I_5_3_0.49792,09:07:00,19:36:00,510
14M_14M_I_5_4_0.51806,09:28:00,19:57:00,510
14M_14M_I_5_4_0.53333,09:07:00,19:36:00,510
14M_14M_I_5_5_0.55347,09:28:00,19:57:00,510
14M_14M_I_5_5_0.56875,09:07:00,19:36:00,510
14M_14M_I_5_1_0.58889,09:28:00,19:57:00,510
14M_14M_I_5_1_0.60417,09:07:00,19:36:00,510
14M_14M_I_5_2_0.62431,09:28:00,19:57:00,510
14M_14M_I_5_2_0.63958,09:07:00,19:36:00,510
14M_14M_I_5_3_0.65972,09:28:00,19:57:00,510
14M_14M_I_5_3_0.67500,09:07:00,19:36:00,510
14M_14M_I_5_4_0.69514,09:28:00,19:57:00,510
14M_14M_I_5_4_0.71042,09:07:00,19:36:00,510
14M_14M_I_5_5_0.73056,09:28:00,19:57:00,510
14M_14M_I_5_5_0.74583,09:07:00,19:36:00,510
14M_14M_I_5_1_0.76597,09:28:00,19:57:00,510
14M_14M_I_5_1_0.78125,09:07:00,19:36:00,510
14M_14M_I_5_2_0.80139,09:28:00,19:57:00,510
14M_14M_I_5_2_0.81667,09:07:00,19:36:00,510
14M_14M_I_5_3_0.83819,19:57:00,22:03:00,630
14M_14M_I_5_3_0.85278,19:36:00,22:03:00,630
14M_14M_I_5_4_0.87500,19:57:00,22:03:00,630
14M_14M_I_5_4_0.88958,19:36:00,22:03:00,630
14M_14M_I_5_5_0.91111,19:57:00,22:03:00,630
14M_14M_I_5_5_0.92639,22:03:00,24:15:00,660
14M_14M_I_5_2_0.94931,22:03:00,24:15:00,660
14M_14M_I_5_2_0.96458,22:03:00,24:15:00,660
14M_14M_I_5_3_0.98750,22:03:00,24:15:00,660
14M_14M_I_5_3_1.00278,22:03:00,24:15:00,660
14M_14M_F1_1_1_0.22917,05:30:00,06:07:20,560
14M_14M_F1_1_4_0.27222,06:07:20,06:32:20,500
14M_14M_F1_1_7_0.31250,06:32:20,11:57:20,500
14M_14M_F1_1_9_0.35347,06:32:20,11:57:20,500
14M_14M_F1_1_13_0.39375,06:32:20,11:57:20,500
14M_14M_F1_1_1_0.43403,06:32:20,11:57:20,500
14M_14M_F1_1_4_0.47500,06:32:20,11:57:20,500
14M_14M_F1_1_7_0.51736,11:57:20,14:57:10,415
14M_14M_F1_1_9_0.55556,11:57:20,14:57:10,415
14M_14M_F1_1_11_0.59375,11:57:20,14:57:10,415
14M_14M_F1_1_14_0.63542,14:57:10,15:33:10,360
14M_14M_F1_1_2_0.67292,15:33:10,18:03:10,360
14M_14M_F1_1_4_0.71042,15:33:10,18:03:10,360
14M_14M_F1_1_6_0.74792,15:33:10,18:03:10,360
14M_14M_F1_1_8_0.78542,18:45:10,18:57:10,360
14M_14M_F1_1_8_0.22917,05:30:00,06:07:20,560
14M_14M_F1_1_11_0.27222,06:07:20,06:32:20,500
14M_14M_F1_1_14_0.31250,06:32:20,11:57:20,500
14M_14M_F1_1_2_0.35347,06:32:20,11:57:20,500
14M_14M_F1_1_6_0.39375,06:32:20,11:57:20,500
14M_14M_F1_1_8_0.43403,06:32:20,11:57:20,500
14M_14M_F1_1_11_0.47500,06:32:20,11:57:20,500
14M_14M_F1_1_14_0.51736,11:57:20,14:57:10,415
14M_14M_F1_1_2_0.55556,11:57:20,14:57:10,415
14M_14M_F1_1_4_0.59375,11:57:20,14:57:10,415
14M_14M_F1_1_7_0.63542,14:57:10,15:33:10,360
14M_14M_F1_1_9_0.67292,15:33:10,18:03:10,360
14M_14M_F1_1_11_0.71042,15:33:10,18:03:10,360
14M_14M_F1_1_13_0.74792,15:33:10,18:03:10,360
14M_14M_F1_1_1_0.78542,18:03:10,18:57:10,360
14M_14M_F1_1_9_0.23542,05:30:00,06:07:20,560
14M_14M_F1_1_13_0.27778,06:32:20,11:57:20,500
14M_14M_F1_1_1_0.31875,06:32:20,11:57:20,500
14M_14M_F1_1_4_0.35903,06:32:20,11:57:20,500
14M_14M_F1_1_7_0.39931,06:32:20,11:57:20,500
14M_14M_F1_1_9_0.44028,06:32:20,11:57:20,500
14M_14M_F1_1_13_0.48056,06:32:20,11:57:20,500
14M_14M_F1_1_1_0.52153,11:57:20,14:57:10,415
14M_14M_F1_1_3_0.56042,11:57:20,14:57:10,415
14M_14M_F1_1_6_0.59861,11:57:20,14:57:10,415
14M_14M_F1_1_8_0.63958,14:57:10,15:33:10,360
14M_14M_F1_1_10_0.67708,15:33:10,18:03:10,360
14M_14M_F1_1_12_0.71458,15:33:10,18:03:10,360
14M_14M_F1_1_14_0.75208,15:33:10,18:03:10,360
14M_14M_F1_1_2_0.78958,18:03:10,18:57:10,360
14M_14M_F1_1_4_0.82778,18:57:10,20:47:50,415
14M_14M_F1_1_6_0.86597,18:57:10,20:47:50,415
14M_14M_F1_1_9_0.90694,20:47:50,24:07:50,500
14M_14M_F1_1_11_0.94722,20:47:50,23:42:50,500
14M_14M_F1_1_14_0.98750,20:47:50,24:07:50,500
14M_14M_F1_1_11_0.24167,05:30:00,06:07:20,560
14M_14M_F1_1_14_0.28403,06:32:20,11:57:20,500
14M_14M_F1_1_2_0.32431,06:32:20,11:57:20,500
14M_14M_F1_1_6_0.36458,06:32:20,11:57:20,500
14M_14M_F1_1_8_0.40556,06:32:20,11:57:20,500
14M_14M_F1_1_11_0.44583,06:32:20,11:57:20,500
14M_14M_F1_1_14_0.48611,06:32:20,11:57:20,500
14M_14M_F1_1_2_0.52639,11:57:20,14:57:10,415
14M_14M_F1_1_4_0.56528,11:57:20,14:57:10,415
14M_14M_F1_1_7_0.60347,11:57:20,14:57:10,415
14M_14M_F1_1_9_0.64375,14:57:10,15:33:10,360
14M_14M_F1_1_11_0.68125,15:33:10,18:03:10,360
14M_14M_F1_1_13_0.71875,15:33:10,18:03:10,360
14M_14M_F1_1_1_0.75625,18:03:10,18:45:10,360
14M_14M_F1_1_3_0.79444,18:57:10,20:47:50,415
14M_14M_F1_1_5_0.83264,18:57:10,20:47:50,415
14M_14M_F1_1_7_0.87222,20:47:50,23:42:50,500
14M_14M_F1_1_10_0.91250,20:47:50,24:07:50,500
14M_14M_F1_1_13_0.95278,20:47:50,23:42:50,500
14M_14M_F1_1_2_0.99375,20:47:50,24:07:50,500
14M_14M_F1_1_13_0.24861,05:30:00,06:07:20,560
14M_14M_F1_1_1_0.28958,06:32:20,11:57:20,500
14M_14M_F1_1_4_0.32986,06:32:20,11:57:20,500
14M_14M_F1_1_7_0.37083,06:32:20,11:57:20,500
14M_14M_F1_1_9_0.41111,06:32:20,11:57:20,500
14M_14M_F1_1_13_0.45139,06:32:20,11:57:20,500
14M_14M_F1_1_1_0.49236,06:32:20,11:57:20,500
14M_14M_F1_1_3_0.53125,11:57:20,14:57:10,415
14M_14M_F1_1_6_0.57014,11:57:20,14:57:10,415
14M_14M_F1_1_8_0.60833,11:57:20,14:57:10,415
14M_14M_F1_1_10_0.64792,14:57:10,15:33:10,360
14M_14M_F1_1_12_0.68542,15:33:10,18:03:10,360
14M_14M_F1_1_14_0.72292,15:33:10,18:03:10,360
14M_14M_F1_1_2_0.76042,18:03:10,18:45:10,360
14M_14M_F1_1_4_0.79931,18:57:10,20:47:50,415
14M_14M_F1_1_6_0.83750,18:57:10,20:47:50,415
14M_14M_F1_1_9_0.87778,20:47:50,23:42:50,500
14M_14M_F1_1_11_0.91806,20:47:50,24:07:50,500
14M_14M_F1_1_14_0.95903,20:47:50,23:42:50,500
14M_14M_F1_1_3_0.99931,20:47:50,24:07:50,500
14M_14M_F1_1_14_0.25486,05:30:00,06:07:20,560
14M_14M_F1_1_2_0.29514,06:32:20,11:57:20,500
14M_14M_F1_1_6_0.33611,06:32:20,11:57:20,500
14M_14M_F1_1_8_0.37639,06:32:20,11:57:20,500
14M_14M_F1_1_11_0.41667,06:32:20,11:57:20,500
14M_14M_F1_1_14_0.45764,06:32:20,11:57:20,500
14M_14M_F1_1_2_0.49792,06:32:20,11:57:20,500
14M_14M_F1_1_4_0.53611,11:57:20,14:57:10,415
14M_14M_F1_1_7_0.57500,11:57:20,14:57:10,415
14M_14M_F1_1_9_0.61319,11:57:20,14:57:10,415
14M_14M_F1_1_11_0.65208,15:33:10,18:03:10,360
14M_14M_F1_1_13_0.68958,15:33:10,18:03:10,360
14M_14M_F1_1_1_0.72708,15:33:10,18:03:10,360
14M_14M_F1_1_3_0.76458,18:03:10,18:45:10,360
14M_14M_F1_1_5_0.80347,18:57:10,20:47:50,415
14M_14M_F1_1_7_0.84236,18:57:10,20:47:50,415
14M_14M_F1_1_10_0.88333,20:47:50,23:42:50,500
14M_14M_F1_1_13_0.92431,20:47:50,24:07:50,500
14M_14M_F1_1_2_0.96458,20:47:50,23:42:50,500
14M_14M_F1_1_4_1.00486,20:47:50,24:07:50,500
14M_14M_F1_1_3_0.50278,11:57:20,14:57:10,415
14M_14M_F1_1_6_0.54097,11:57:20,14:57:10,415
14M_14M_F1_1_8_0.57917,11:57:20,14:57:10,415
14M_14M_F1_1_10_0.61806,11:57:20,14:57:10,415
14M_14M_F1_1_12_0.65625,15:33:10,18:03:10,360
14M_14M_F1_1_14_0.69375,15:33:10,18:03:10,360
14M_14M_F1_1_2_0.73125,15:33:10,18:03:10,360
14M_14M_F1_1_4_0.76875,18:03:10,18:45:10,360
14M_14M_F1_1_6_0.80833,18:57:10,20:47:50,415
14M_14M_F1_1_9_0.84722,18:57:10,20:47:50,415
14M_14M_F1_1_11_0.88958,20:47:50,23:42:50,500
14M_14M_F1_1_14_0.92986,20:47:50,24:07:50,500
14M_14M_F1_1_3_0.97014,20:47:50,23:42:50,500
14M_14M_F1_1_6_1.01111,24:07:50,24:25:50,540
14M_14M_F1_1_1_0.26042,06:07:20,06:32:20,500
14M_14M_F1_1_4_0.30139,06:32:20,11:57:20,500
14M_14M_F1_1_7_0.34167,06:32:20,11:57:20,500
14M_14M_F1_1_9_0.38194,06:32:20,11:57:20,500
14M_14M_F1_1_13_0.42292,06:32:20,11:57:20,500
14M_14M_F1_1_1_0.46319,06:32:20,11:57:20,500
14M_14M_F1_1_4_0.50764,11:57:20,14:57:10,415
14M_14M_F1_1_7_0.54583,11:57:20,14:57:10,415
14M_14M_F1_1_9_0.58403,11:57:20,14:57:10,415
14M_14M_F1_1_11_0.62292,11:57:20,14:57:10,415
14M_14M_F1_1_13_0.66042,15:33:10,18:03:10,360
14M_14M_F1_1_1_0.69792,15:33:10,18:03:10,360
14M_14M_F1_1_3_0.73542,15:33:10,18:03:10,360
14M_14M_F1_1_5_0.77292,18:03:10,18:45:10,360
14M_14M_F1_1_7_0.81319,18:57:10,20:47:50,415
14M_14M_F1_1_10_0.85208,18:57:10,20:47:50,415
